barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,make,model,VClass,year,Sales,youSaveSpend,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,startStop,phevCity,phevHwy,phevComb
0.174,0,0,4,122,122.4,0,0,0,28,0,0,-1,0,0,116,115.974,0,0,29,0,0,,,Front-Wheel Drive,339,,10,550,0,Electricity,Electricity,10,-1,108,108.1,0,0,0,31,0,7,72,34392,0,0,N,FALSE,0,0,87,91.84,0,81.48,0,Automatic (A1),174.8555,0,154.4591,0,Fiat,500e,Minicompact Cars,2014,4894,4000,,,EV,,,82 kW ACIPM,CRX,,0,,N,0,0,0
0.174,0,0,4,122,122.4,0,0,0,27.537,0,0,-1,0,0,116,115.974,0,0,29.1733,0,0,,,Front-Wheel Drive,38,,10,550,0,Electricity,Electricity,10,-1,108,108.1,0,0,0,31.1733,0,7,72,35206,0,0,Y,FALSE,0,0,87,91.84,0,81.48,0,Automatic (A1),174.8555,0,154.4591,0,Fiat,500e,Minicompact Cars,2015,2801,4000,,,EV,,,82 kW AC Induction,CRX,,0,,N,0,0,0
6.359254843,0.372,0,6,20,19.7,55,54.6,0,61.7,0.62,169,-1,0,169,20,20.4572,54,54.3,62.1,0,0.62,4,2,Rear-Wheel Drive,1,PHEV,-1,2150,1200,Premium Gas or Electricity,Premium Gasoline,-1,-1,21,21.4,54,53.9,0,62.5,0.62,0,0,32516,0,7,Y,FALSE,0,89,0,0,33.7533,0,32.886,Automatic (A1),24.896,78,29.62,77,Fisker,Karma,Subcompact Cars,2012,,-1000,T,,Plug-in Hybrid,Electricity,33,2 @ 150 kw (300 kw),FSK,,0,,Y,33,34,33
0.192,0,0,4,110,110.048,0,0,0,31,0,0,-1,0,0,105,104.758,0,0,32,0,0,,,Front-Wheel Drive,300,,-1,600,0,Electricity,Electricity,-1,-1,99,98.9461,0,0,0,34,0,14,90,32278,0,0,N,FALSE,0,0,76,79.7573,0,71.5259,0,Automatic (variable gear ratios),157.2,0,141.4,0,Ford,Focus Electric,Compact Cars,2012,685,3750,,,EV,,,107 kW AC Induction,FMX,,0,,N,0,0,0
0.192,0,0,4,110,110.048,0,0,0,31,0,0,-1,0,0,105,104.7587,0,0,32,0,0,,,Front-Wheel Drive,242,,10,600,0,Electricity,Electricity,10,-1,99,98.9461,0,0,0,34,0,14,90,33024,0,0,Y,FALSE,0,0,76,79.7573,0,71.5259,0,Automatic (A1),157.2114,0,141.3516,0,Ford,Focus Electric,Compact Cars,2013,1738,3750,,,EV,,,107 kW AC PMSM,FMX,,0,,N,0,0,0
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,149,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,33336,0,19,Y,TRUE,0,100,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,2013,7154,2500,,,Plug-in Hybrid,Electricity,20,68 kW,FMX,,0,,Y,55,46,51
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,271,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,33398,0,8,Y,TRUE,0,103,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,2013,6089,2500,,,Plug-in Hybrid,Electricity,20,68 kW,FMX,,0,,Y,55,46,51
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,316,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,34089,0,8,Y,TRUE,0,103,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,2014,11488,2500,,,Plug-in Hybrid,Electricity,20,68 kW,FMX,,0,,Y,55,46,51
0.192,0,0,3.6,110,110.048,0,0,0,31,0,0,-1,0,0,105,104.7587,0,0,32,0,0,,,Front-Wheel Drive,422,,10,600,0,Electricity,Electricity,10,-1,99,98.9461,0,0,0,34,0,14,90,34130,0,0,Y,FALSE,0,0,76,79.7573,0,71.5259,0,Automatic (A1),157.2114,0,141.3516,0,Ford,Focus Electric,Compact Cars,2014,1964,3750,,,EV,,,107 kW AC PMSM,FMX,,0,,N,0,0,0
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,320,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,34662,0,19,Y,TRUE,0,100,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,2014,8515,2500,,,Plug-in Hybrid,Electricity,20,68 kW,FMX,,0,,Y,55,46,51
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,141,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,35277,0,8,Y,TRUE,0,103,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,Fusion Energi Plug-in Hybrid,Midsize Cars,2015,9750,2500,,,Plug-in Hybrid,Electricity,20,68 kW DCPM,FMX,,0,,Y,55,46,51
4.878703541,3.745568182,0,2.5,40,40.4488,95,94.5114,0,34,0.4781,129,-1,0,129,38,38.4528,88,87.5757,37,0,0.4506,4,2,Front-Wheel Drive,142,PHEV,10,950,0,Regular Gas and Electricity,Regular Gasoline,10,-1,36,36.2655,81,81.449,0,42,0.4144,0,0,35765,0,19,Y,TRUE,0,100,0,0,21.4,0,17.4,Automatic (variable gear ratios),55,135.0163,51.4,115.6155,Ford,C-MAX Energi Plug-in Hybrid,Midsize Cars,2015,8275,2500,,,Plug-in Hybrid,Electricity,20,68 kW DCPM,FMX,,0,,Y,55,46,51
0.192,0,0,3.6,110,110.04,0,0,0,31,0,0,-1,0,0,105,104.7718,0,0,32,0,0,,,Front-Wheel Drive,116,,10,600,0,Electricity,Electricity,10,-1,99,98.98,0,0,0,34,0,14,90,35970,0,0,Y,FALSE,0,0,76,79.7573,0,71.5259,0,Automatic (A1),157.2,0,141.4,0,Ford,Focus Electric,Compact Cars,2015,1582,3750,,,EV,,,107 kW AC PMSM,FMX,,0,,N,0,0,0
0.174,0,0,4,132,131.8861,0,0,0,26,0,0,-1,0,0,118,118.142,0,0,29,0,0,,,Front-Wheel Drive,6,,10,550,0,Electricity,Electricity,10,-1,105,104.7943,0,0,0,32,0,0,0,33265,0,21,Y,FALSE,0,91,82,89.81,0,73.56,0,Automatic (A1),188.4087,0,149.7062,0,Honda,Fit EV,Small Station Wagons,2013,569,4000,,,EV,,,92 kW DCPM,HNX,,0,,N,0,0,0
4.827656777,2.866173913,0,0.67,47,46.6172,124,124.0132,0,27,0.34,130,-1,0,130,46,46.134,115,114.7045,29,0,0.33,4,2,Front-Wheel Drive,2,PHEV,10,750,0,Regular Gas and Electricity,Regular Gasoline,10,-1,46,45.5569,105,105.0654,0,32,0.31,0,0,33557,0,9,Y,TRUE,0,103,0,0,14,0,11.7,Automatic (variable gear ratios),64.8901,177.1617,65.4497,150.0935,Honda,Accord Plug-in Hybrid,Midsize Cars,2014,443,3250,,,Plug-in Hybrid,Electricity,13,124 kW,HNX,,0,,Y,59,55,57
0.174,0,0,4,132,131.8861,0,0,0,26,0,0,-1,0,0,118,118.142,0,0,29,0,0,,,Front-Wheel Drive,11,,10,550,0,Electricity,Electricity,10,-1,105,104.7943,0,0,0,32,0,0,0,33905,0,21,N,FALSE,0,91,82,89.81,0,73.56,0,Automatic (A1),188.4087,0,149.7062,0,Honda,Fit EV,Small Station Wagons,2014,405,4000,,,EV,,,92 kW DCPM,HNX,,0,,N,0,0,0
0.192,0,0,4,120,119.6,0,0,0,28.1744,0,0,-1,0,0,105,105.3754,0,0,31.9856,0,0,,,Front-Wheel Drive,34,,10,600,0,Electricity,Electricity,10,-1,92,92,0,0,0,36.6438,0,0,0,35601,0,19,N,FALSE,0,97,93,103.6,0,79.7,0,Automatic (A1),170.9,0,131.4,0,Kia,Soul Electric,Small Station Wagons,2015,1015,3750,,,EV,,,81 kW AC PMSM,KMX,,0,,N,0,0,0
10.79436611,18.31166667,0,3,16,15.5628,16,16.4091,5.35,25,0.434,463,-1,0,463,17,17.4178,18,18.113,25,4.8,0.427,8,3.8,Rear-Wheel Drive,3,PHEV,3,2500,0,Premium and Electricity,Premium Gasoline,4,-1,20,20.388,21,20.7458,4.06,26,0.418,0,0,35600,0,0,N,TRUE,0,0,0,0,19.12,0,18.3,Automatic 7-spd,19.359,20.4632,28.25,28.7536,McLaren Automotive,P1,Two Seaters,2014,,-5750,T,,Plug-in Hybrid,Electricity,19,132kW,MLN,,0,,Y,15,20,17
10.79436611,18.31166667,0,3,16,15.5628,16,16.4091,5.35,25,0.434,463,-1,0,463,17,17.4178,18,18.113,25,4.8,0.427,8,3.8,Rear-Wheel Drive,3,PHEV,4,2500,0,Premium and Electricity,Premium Gasoline,4,-1,20,20.388,21,20.7458,4.06,26,0.418,0,0,35652,0,0,N,TRUE,0,0,0,0,19.12,0,18.3,Automatic 7-spd,19.359,20.4632,28.25,28.7536,McLaren Automotive,P1,Two Seaters,2015,,-5750,T,,Plug-in Hybrid,Electricity,19,132 kW AC Synchronous,MLN,,0,,Y,15,20,17
0.24,0,0,3.5,85,84.56,0,0,0,40,0,0,-1,0,0,84,83.7634,0,0,40,0,0,,,Front-Wheel Drive,504,,10,800,0,Electricity,Electricity,10,-1,83,82.81,0,0,0,41,0,0,0,35247,0,22,N,FALSE,0,90,87,88.5,0,86.2,0,Automatic (A1),120.8,0,118.3,0,Mercedes-Benz,B-Class Electric Drive,Midsize Cars,2014,774,2750,,,EV,,,132 kW AC Induction,MBX,,0,,N,0,0,0
0.24,0,0,3.5,85,85.4,0,0,0,39,0,0,-1,0,0,84,83.7887,0,0,40,0,0,,,Front-Wheel Drive,504,SIDI,10,800,0,Electricity,Electricity,10,-1,82,81.9,0,0,0,41,0,0,0,35960,0,22,N,FALSE,0,90,87,89,0,85,0,Automatic (A1),122,0,117,0,Mercedes-Benz,B-Class Electric Drive,Midsize Cars,2015,1906,2750,,,EV,,,132 kW AC Induction,MBX,,0,,N,0,0,0
8.246834738,5.682931034,0,2.75,24,23.6,54,54.1,0,63,0.337,227,-1,0,227,26,26.1402,58,57.6969,59,0,0.352,6,3,Rear-Wheel Drive,201,SIDI; PHEV,8,1650,0,Premium and Electricity,Premium Gasoline,9,-1,30,30.1,63,62.8,0,54,0.37,0,0,36515,0,9,N,TRUE,0,112,0,0,13.13,0,14.88,Automatic 7-spd,30.2,75.79,42.2,89.65,Mercedes-Benz,S550e,Large Cars,2015,,-500,T,,Plug-in Hybrid,Electricity,14,85 kW DCPM,MBX,,0,,Y,28,36,31
0.18,0,0,7,126,126.4,0,0,0,27,0,0,-1,0,0,112,112.2,0,0,30,0,0,,,Rear-Wheel Drive,141,,-1,600,0,Electricity,Electricity,-1,-1,99,98.7,0,0,0,34,0,13,85,31673,0,0,Y,FALSE,0,0,62,68.5545,0,54.8184,0,Automatic (A1),180.5,0,141,0,Mitsubishi,i-MiEV,Subcompact Cars,2012,588,3750,,,EV,,,49 kW DCPM,MTX,,0,,N,0,0,0
0.18,0,0,7,126,126.3678,0,0,0,27,0,0,-1,0,0,112,112.2077,0,0,30,0,0,,,Rear-Wheel Drive,141,,10,600,0,Electricity,Electricity,10,-1,99,98.6914,0,0,0,34,0,13,85,33358,0,0,N,FALSE,0,0,62,68.5545,0,54.8184,0,Automatic (A1),180.5254,0,140.9876,0,Mitsubishi,i-MiEV,Subcompact Cars,2013,1029,3750,,,EV,,,49 kW DCPM,MTX,,0,,N,0,0,0
0.18,0,0,7,126,126.3678,0,0,0,27,0,0,-1,0,0,112,112.2077,0,0,30,0,0,,,Rear-Wheel Drive,141,,10,600,0,Electricity,Electricity,10,-1,99,98.6914,0,0,0,34,0,13,85,34901,0,0,Y,FALSE,0,0,62,68.5545,0,54.8184,0,Automatic (A1),180.5254,0,140.9876,0,Mitsubishi,i-MiEV,Subcompact Cars,2014,196,3750,,,EV,,,49 kW DCPM,MTX,,0,,N,0,0,0
0.18,0,0,8,126,126.4612,0,0,0,26.6482,0,0,-1,0,0,114,113.7816,0,0,29.6225,0,0,,,Front-Wheel Drive,901,,10,600,0,Electricity,Electricity,10,-1,101,101.3602,0,0,0,33.2577,0,24,92,34918,0,0,Y,FALSE,0,0,84,92,0,74,0,Automatic (A1),180.6589,0,144.8003,0,Nissan,Leaf,Midsize Cars,2015,17269,3750,,,EV,,,80 kW DCPM,NSX,3.6 kW charger,5,6.6 kW charger,N,0,0,0
0.18,0,0,8,126,126.4649,0,0,0,27,0,0,-1,0,0,114,113.7879,0,0,30,0,0,,,Front-Wheel Drive,901,,10,600,0,Electricity,Electricity,10,-1,101,101.3686,0,0,0,33,0,24,92,34699,0,0,Y,FALSE,0,0,84,92,0,74,0,Automatic (A1),180.6641,0,144.8123,0,Nissan,Leaf,Midsize Cars,2014,30200,3750,,,EV,,,80 kW DCPM,NSX,3.6 kW charger,5,6.6 kW charger,N,0,0,0
0.174,0,0,7,129,128.9217,0,0,0,26,0,0,-1,0,0,115,115.4934,0,0,29,0,0,,,Front-Wheel Drive,901,,10,550,0,Electricity,Electricity,10,-1,102,102.451,0,0,0,33,0,24,92,33558,0,0,Y,FALSE,0,0,75,82,0,65.6,0,Automatic (A1),184.1738,0,146.3586,0,Nissan,Leaf,Midsize Cars,2013,22610,4000,,,EV,,,80 kW DCPM,NSX,3.6 kW charger,4,6.6 kW charger,N,0,0,0
0.204,0,0,7,106,0,0,0,0,32,0,0,-1,0,0,99,0,0,0,34,0,0,,,Front-Wheel Drive,901,,-1,650,0,Electricity,Electricity,-1,-1,92,0,0,0,0,37,0,23,90,32154,0,0,Y,FALSE,0,0,73,77.165,0,67.316,0,Automatic (A1),151.5,0,131.3,0,Nissan,Leaf,Midsize Cars,2012,9819,3500,,,EV,,,80 kW DCPM,NSX,,0,,N,0,0,0
0.204,0,0,7,106,0,0,0,0,32,0,0,-1,0,0,99,0,0,0,34,0,0,,,Front-Wheel Drive,0,,-1,650,0,Electricity,Electricity,-1,-1,92,0,0,0,0,37,0,23,90,30979,0,0,Y,FALSE,0,0,73,0,0,0,0,Automatic (A1),151.5,0,131.3,0,Nissan,Leaf,Midsize Cars,2011,9674,3500,,,EV,,,80 kW DCPM,,,0,,N,0,0,0
8.099619256,6.5922,0,3,23,22.6723,42,41.6362,0.87,53,0.39,206,-1,0,206,25,25.2387,50,49.9705,52,0.5,0.39,6,3,Rear-Wheel Drive,641,PHEV,8,1700,0,Premium and Electricity,Premium Gasoline,9,-1,29,29.2912,66,66.1553,0.03,51,0.38,0,0,34789,0,16,N,TRUE,0,108,0,0,16.01,0,15.6,Automatic (AM-S8),28.9,59.5,41.1,94.5,Porsche,Panamera S E-Hybrid,Large Cars,2014,861,-750,,S,Plug-in Hybrid,Electricity,16,70 kW,PRX,,0,,Y,28,36,31
10.40295132,0.3,0,3,20,20.4,68,68.266,0,49,0.3339,277,-1,0,277,22,21.7,67,67.3824,50,0,0.3229,8,4.6,All-Wheel Drive,541,PHEV,7,1950,1000,Premium Gas or Electricity,Premium Gasoline,8,-1,24,23.5,66,66.333,0,51,0.3093,0,0,34856,0,0,N,FALSE,0,0,0,0,12.97,0,11.76,Automatic (AM-S7),28.6,97.6956,34.3,94.9437,Porsche,918 Spyder,Two Seaters,2015,203,-1500,,,Plug-in Hybrid,Electricity,12,95 kW and 116 kW DC Brushless,PRX,,0,,Y,26,29,28
8.076981364,6.5922,0,3,23,22.7,42,41.6,0.8667,53,0.391,229,-1,0,229,25,25.2605,50,50,52,0.5,0.387,6,3,Rear-Wheel Drive,641,SIDI; PHEV,8,1700,0,Premium and Electricity,Premium Gasoline,9,-1,29,29.3,66,66.1,3.00E-04,51,0.383,0,0,35278,0,16,Y,TRUE,0,108,0,0,16.01,0,15.58,Automatic (AM-S8),28.9,59.5,41.1,94.5,Porsche,Panamera S E-Hybrid,Large Cars,2015,407,-750,,S,Plug-in Hybrid,Electricity,16,70 kW DC Brushless,PRX,,0,,Y,28,36,31
9.53202747,0.414,0,3,21,20.8,48,47.9,0,70,0.371,260,-1,0,260,22,22.1,47,47,69,0,0.366,6,3,All-Wheel Drive,441,SIDI; PHEV,7,1950,1350,Premium Gas or Electricity,Premium Gasoline,8,-1,24,24.1,46,46.4,0,69,0.361,0,0,35896,0,0,Y,FALSE,0,0,0,0,14.27,0,13.92,Automatic (AM8),26.3,65.5,33.5,66.2,Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,2015,1120,-1750,,S,Plug-in Hybrid,Electricity,14,70 kW DC Brushless,PRX,,0,,Y,25,28,27
0.168,0,0,4,138,138.304,0,0,0,24,0,0,-1,0,0,121,120.913,0,0,28,0,0,,,Front-Wheel Drive,21,,10,550,0,Electricity,Electricity,10,-1,105,104.8056,0,0,0,32,0,4,73,33307,0,0,N,FALSE,0,0,38,42.4,0,31.62,0,Automatic (variable gear ratios),197.5771,0,149.7223,0,Scion,iQ EV,Minicompact Cars,2013,,4000,,,EV,,,,TYX,,0,,N,0,0,0
0.234,0,0,8,94,0,0,0,0,36,0,0,-1,0,0,87,0,0,0,39,0,0,,,Rear-Wheel Drive,705,,-1,750,0,Electricity,Electricity,-1,-1,79,0,0,0,0,43,0,0,0,31064,0,0,N,FALSE,0,0,63,0,0,0,0,Automatic (A1),134.627,0,112.906,0,smart,fortwo electric drive cabriolet,Two Seaters,2011,,3000,,,EV,,,30 kW DCPM,,,0,,N,0,0,0
0.234,0,0,8,94,0,0,0,0,36,0,0,-1,0,0,87,0,0,0,39,0,0,,,Rear-Wheel Drive,704,,-1,750,0,Electricity,Electricity,-1,-1,79,0,0,0,0,43,0,0,0,31065,0,0,N,FALSE,0,0,63,0,0,0,0,Automatic (A1),134.627,0,112.906,0,smart,fortwo electric drive coupe,Two Seaters,2011,,3000,,,EV,,,30 kW DCPM,,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,28,0,0,-1,0,0,107,106.9856,0,0,32,0,0,,,Rear-Wheel Drive,705,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36,0,0,0,33305,0,0,N,FALSE,0,0,68,75.81,0,59.09,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive convertible,Two Seaters,2013,903,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,28,0,0,-1,0,0,107,106.9856,0,0,32,0,0,,,Rear-Wheel Drive,704,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36,0,0,0,33306,0,0,Y,FALSE,0,0,68,75.81,0,59.09,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive coupe,Two Seaters,2013,,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,28,0,0,-1,0,0,107,106.9856,0,0,32,0,0,,,Rear-Wheel Drive,705,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36,0,0,0,34393,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive convertible,Two Seaters,2014,2594,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,28,0,0,-1,0,0,107,106.9856,0,0,32,0,0,,,Rear-Wheel Drive,704,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36,0,0,0,34394,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive coupe,Two Seaters,2014,,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,27.7043,0,0,-1,0,0,107,106.9856,0,0,31.5042,0,0,,,Rear-Wheel Drive,705,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36.1486,0,0,0,35858,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive convertible,Two Seaters,2015,1387,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
0.192,0,0,6,122,121.66,0,0,0,27.7043,0,0,-1,0,0,107,106.9856,0,0,31.5042,0,0,,,Rear-Wheel Drive,704,,10,600,0,Electricity,Electricity,10,-1,93,93.24,0,0,0,36.1486,0,0,0,35859,0,0,N,FALSE,0,0,68,76,0,59,0,Automatic (A1),173.8,0,133.2,0,smart,fortwo electric drive coupe,Two Seaters,2015,,3750,,,EV,,,55 kW DCPM,MBX,,0,,N,0,0,0
