"Year","Data_type","Source","Unit","Aeo_year","Aeo_case","Value","rel_Value"
2050,"Electricity Generation","Renewables","billion kilowatthours",2018,"REF",1235.310317,0.263327267706925
2016,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1228.067362,0.314722919382171
2016,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0,0
2016,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1276.435461,0.327118452227742
2016,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",804.239993,0.206106575512799
2016,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",15.533867,0.00398094121121538
2016,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",3.973703,0.00101836059455319
2016,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",573.808508,0.147052754915644
2017,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1251.675784,0.326993467240342
2017,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0,0
2017,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1143.985768,0.298860038305195
2017,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",792.317544,0.206988634101363
2017,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",11.571024,0.00302286686827937
2017,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.715155,0.000709319425121154
2017,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",625.565914,0.163425680852058
2018,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1228.638754,0.316725827312647
2018,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0,0
2018,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1226.246188,0.316109057376583
2018,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",797.014391,0.205459124211835
2018,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",11.455184,0.00295298566613388
2018,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.623536,0.000676310760489419
2018,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",613.209146,0.158076711686185
2019,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1158.892073,0.292474226637245
2019,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.233772,5.89979744467904e-05
2019,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1324.517048,0.334273663878661
2019,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",788.091392,0.198893776016595
2019,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",7.551158,0.00190571594000854
2019,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.503949,0.000631931621913943
2019,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",680.583986,0.171761702064074
2020,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1136.793959,0.285235761290599
2020,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.287381,7.21074717775253e-05
2020,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1287.861217,0.323140417627459
2020,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",764.671011,0.191865479432441
2020,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",7.395591,0.00185564588233258
2020,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.439379,0.000612070569721686
2020,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",786.005255,0.197218506936433
2021,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1042.997404,0.260176732517451
2021,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.328295,8.18935119821416e-05
2021,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1309.252783,0.326594399769301
2021,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",761.216421,0.189886188014336
2021,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",7.03352,0.00175451851047574
2021,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.333603,0.000582119573073186
2021,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",885.641589,0.220924169057264
2022,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",997.493436,0.247126863063125
2022,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.387712,9.6054817880456e-05
2022,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1336.991587,0.331236803083182
2022,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",763.619025,0.189184978479971
2022,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.850785,0.00169726731572188
2022,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.25109,0.000557702727752857
2022,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",928.768204,0.230100333980837
2023,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1000.063995,0.245942413120194
2023,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.461398,0.000113470076011317
2023,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1377.289128,0.338712135821395
2023,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",740.656343,0.182147151783219
2023,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.850345,0.00168468256874487
2023,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.168923,0.000533396021813474
2023,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",938.762489,0.230866737574508
2024,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1027.909612,0.250812417414443
2024,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.539333,0.000131598549076885
2024,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1381.107934,0.336993657411977
2024,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",734.467632,0.179211868576808
2024,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.93453,0.00169204199730061
2024,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.113377,0.000515669070597311
2024,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",945.247882,0.230642756495891
2025,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1045.676587,0.2537746894328
2025,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.603736,0.000146520365669621
2025,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1381.854011,0.335361407956047
2025,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",726.806842,0.176388362232867
2025,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.852577,0.00166304823270309
2025,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",2.031016,0.000492906182505019
2025,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",956.667266,0.232173065112029
2026,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1067.948102,0.257756483268606
2026,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.648145,0.000156434170850871
2026,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1383.322692,0.33387426940301
2026,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",717.897832,0.173269487698829
2026,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.409348,0.00154693940410662
2026,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.890422,0.000456266110404685
2026,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",965.12801,0.232940160009413
2027,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1073.858439,0.257710056923285
2027,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.692173,0.000166111227283246
2027,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1390.553168,0.333712082584969
2027,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",717.887105,0.172282230110632
2027,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",6.07924,0.00145892720078564
2027,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.746982,0.000419249702114558
2027,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",976.107772,0.234251350410425
2028,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1076.961832,0.256699119117172
2028,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.744311,0.000177410166611384
2028,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1408.250564,0.335663408427143
2028,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",716.900991,0.170876856928322
2028,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.743403,0.00136896819091256
2028,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.645122,0.000392122873524714
2028,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",985.178487,0.234822110005926
2029,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1099.823093,0.260355691414447
2029,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.793973,0.000187953308759451
2029,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1406.259478,0.332896864080312
2029,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",714.354537,0.16910562305831
2029,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.778134,0.00136782913745868
2029,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.525128,0.000361036022486512
2029,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",995.775524,0.235725024046757
2030,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1107.757485,0.261062225363393
2030,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.84521,0.000199188366124552
2030,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1419.478789,0.334524746192506
2030,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",704.474725,0.166021662603132
2030,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.780661,0.00136231282132242
2030,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.400124,0.000329963455155255
2030,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1003.53286,0.236499888472331
2031,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1120.667164,0.262844512183891
2031,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.900714,0.000211256062060547
2031,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1427.313882,0.334766318760086
2031,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",697.235854,0.163531710224847
2031,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.663861,0.00132841831138221
2031,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.250489,0.000293293300415039
2031,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1010.58066,0.237024505698977
2032,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1118.064937,0.261143662570044
2032,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",0.958931,0.000223975142413356
2032,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1435.161761,0.335207183630707
2032,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",698.061224,0.163044433915101
2032,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.607436,0.0013097149603817
2032,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.168205,0.000272854753097975
2032,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1022.394721,0.238798206793438
2033,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1120.412908,0.260453673000795
2033,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.023865,0.000238009931876793
2033,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1440.908672,0.334956830112759
2033,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",695.525865,0.161683487322252
2033,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.568095,0.00129437173029014
2033,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",1.024858,0.000238240766862219
2033,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1037.310037,0.24113539503888
2034,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1132.179062,0.261732262895684
2034,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.094494,0.00025302039311671
2034,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1445.476945,0.334159113585859
2034,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",689.00446,0.159281073563096
2034,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.624205,0.00130017940716803
2034,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.918839,0.000212413229301362
2034,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1051.41654,0.243061932071086
2035,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1130.893596,0.260010420634747
2035,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.170741,0.000269171972448188
2035,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1455.925853,0.334740505022307
2035,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",686.427937,0.157820697956107
2035,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.642768,0.0012973620917244
2035,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.839114,0.000192925651778565
2035,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1068.516459,0.245668924947861
2036,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1128.672122,0.257994077125716
2036,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.244057,0.000284368977802029
2036,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1464.814195,0.334830088413997
2036,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",685.277569,0.156642084572644
2036,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.655209,0.0012926787137461
2036,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.751223,0.000171716019934275
2036,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1088.38429,0.248785005834208
2037,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1131.407007,0.256909862685204
2037,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.333299,0.000302753704802112
2037,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1471.393056,0.334110877548173
2037,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",684.314193,0.155387994125412
2037,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.640997,0.00128090753876482
2037,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.675193,0.000153316834563329
2037,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1109.142689,0.251854278934378
2038,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1128.76169,0.254602299419419
2038,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.422522,0.000320862565928075
2038,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1480.411029,0.333919954414176
2038,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",685.342398,0.154585110361443
2038,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.46827,0.00123341722896905
2038,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.602354,0.000135866334606452
2038,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1131.422499,0.255202468698477
2039,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1150.251375,0.258042862467063
2039,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.512315,0.000339266789880496
2039,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1455.512177,0.326523868322911
2039,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",687.67067,0.154269329277214
2039,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.527378,0.0012399902074079
2039,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.552783,0.000124009160730741
2039,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1156.571202,0.259460627561564
2040,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1138.785796,0.254251837432048
2040,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.606813,0.000358746270891933
2040,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1454.977984,0.324846715821855
2040,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",689.980986,0.154049105722843
2040,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.48815,0.00122531579380772
2040,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.483986,0.000108057485633924
2040,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1187.64393,0.265160184187544
2041,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1142.727509,0.254027528909478
2041,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.714285,0.000381084360853156
2041,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1437.592704,0.319575856273024
2041,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",690.051022,0.153397861309489
2041,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.4885,0.00122008972518721
2041,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.398199,8.85193602040303e-05
2041,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1220.467387,0.271309049613697
2042,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1130.983829,0.249934028793058
2042,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",1.901992,0.000420317701370216
2042,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1454.421711,0.321409969332393
2042,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",688.373372,0.152122360874023
2042,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.448115,0.00120396887768224
2042,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.316945,7.0041090530761e-05
2042,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1243.683299,0.274839276646909
2043,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1131.028351,0.248407572547928
2043,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",2.135848,0.00046909594842804
2043,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1449.554598,0.318365440306162
2043,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",684.859021,0.150415475256429
2043,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.470882,0.00120156892275475
2043,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.235602,5.17452288934152e-05
2043,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1279.831008,0.281089075873084
2044,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1136.187233,0.248130218753679
2044,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",2.383419,0.000520511286058144
2044,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1445.623255,0.315707485597627
2044,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",681.555747,0.148843933186439
2044,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.502735,0.00120173400970923
2044,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.174802,3.81747455338468e-05
2044,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1307.568546,0.28555792560504
2045,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1145.440362,0.24869561736708
2045,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",2.663499,0.000578293336027564
2045,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1449.097812,0.314625088251103
2045,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",675.927066,0.146755871846944
2045,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.554379,0.00120595515953693
2045,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.109058,2.3678445023067e-05
2045,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1327.000181,0.288115505798827
2046,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1137.413154,0.245278591273182
2046,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",2.974673,0.000641476318761097
2046,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1474.152464,0.31789507481976
2046,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",670.424164,0.144574285889981
2046,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.532706,0.0011931058901827
2046,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",0.0425000000000001,9.16495478573499e-06
2046,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1346.690134,0.290408333847185
2047,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1137.02716,0.24357089161296
2047,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",3.304056,0.000707785965164763
2047,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1484.412783,0.317986902860777
2047,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",667.589049,0.143009125565635
2047,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.542948,0.0011873953710343
2047,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",-0.040223,-8.61646257715435e-06
2047,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1370.321141,0.293546499020708
2048,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1135.433652,0.241704969668289
2048,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",3.626518,0.000771993521283711
2048,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1492.81641,0.317782676657336
2048,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",666.379737,0.141855311259655
2048,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.467642,0.00116392203229067
2048,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",-0.123424,-2.62738330185927e-05
2048,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1394.00104,0.296747395585174
2049,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1136.548356,0.240410330674137
2049,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",3.988145,0.000843599177425943
2049,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1499.430356,0.317169565030632
2049,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",666.378709,0.1409568936853
2049,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.465225,0.00115604104525981
2049,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",-0.200698,-4.24529869678841e-05
2049,"Electricity Generation","Renewables","billion kilowatthours",2018,"HOP",1415.925238,0.299506002433069
2050,"Electricity Generation","Coal","billion kilowatthours",2018,"HOP",1136.583706,0.238860528895415
2050,"Electricity Generation","Distributed Generation","billion kilowatthours",2018,"HOP",4.369784,0.000918338800643269
2050,"Electricity Generation","Natural Gas","billion kilowatthours",2018,"HOP",1511.301417,0.317609916347868
2050,"Electricity Generation","Nuclear","billion kilowatthours",2018,"HOP",655.397118,0.137736007841389
2050,"Electricity Generation","Petroleum","billion kilowatthours",2018,"HOP",5.424002,0.00113988963558993
2050,"Electricity Generation","Pumped Storage/Other","billion kilowatthours",2018,"HOP",-0.264537,-5.55941875629936e-05
